t,edge_id,vertex1,vertex2,length,average_width,intensity,betweenness_centrality
500.0,4072.0,4552.0,4596.0,10.0,2.5334990679496463,116.72727272727272,0.0
500.0,4073.0,4557.0,4629.0,24.0,4.069874331584154,126.36,0.0
500.0,4074.0,4559.0,4546.0,10.0,1.4610061647150432,119.0,0.0
500.0,4075.0,4575.0,4608.0,9.0,9.706645085620256,166.4,0.0
500.0,4076.0,4579.0,4537.0,10.0,1.3168437612944155,96.9090909090909,0.0
500.0,4077.0,4582.0,4524.0,11.0,1.7267791126448635,123.58333333333331,0.0
500.0,4078.0,4584.0,4572.0,8.0,2.052459550555509,129.11111111111111,0.0
500.0,4079.0,4604.0,4568.0,31.0,7.894525129671509,198.375,0.0
500.0,4080.0,4611.0,4647.0,19.0,5.1718696143872,189.7,0.0
500.0,4081.0,4615.0,4545.0,15.0,3.213967641730033,126.6875,0.0
500.0,4082.0,4619.0,4663.0,24.0,4.273274415782109,140.84,0.0
500.0,4083.0,4620.0,4641.0,12.0,8.56002279064528,200.3846153846154,0.0
500.0,4084.0,4621.0,4520.0,33.0,3.3982322735577677,157.38235294117646,0.0
500.0,4085.0,4622.0,4641.0,19.0,12.718634212302788,211.9,0.0
500.0,4086.0,4623.0,4580.0,13.0,1.2020305089104422,91.07142857142856,0.0
500.0,4087.0,4648.0,4605.0,22.0,4.163137100545671,151.30434782608697,0.0
500.0,4088.0,4651.0,4645.0,14.0,5.622550855200313,121.73333333333332,0.0
500.0,4089.0,4659.0,4489.0,47.0,3.615891228645376,134.64583333333334,0.0
500.0,4090.0,4669.0,4663.0,10.0,11.645268011058231,174.27272727272728,0.0
500.0,4091.0,4670.0,4665.0,8.0,10.282453140516251,192.11111111111111,0.0
500.0,4092.0,4680.0,4681.0,5.0,1.5500938466242948,155.33333333333334,0.0
500.0,4093.0,4689.0,4696.0,16.0,22.20729433114639,186.76470588235293,0.0
500.0,4094.0,4703.0,4706.0,12.0,4.7738432017573285,196.15384615384616,0.0
500.0,4095.0,600.0,563.0,15.0,9.179942301811256,191.5,0.0
500.0,4096.0,2741.0,2795.0,12.0,1.4670052162973444,113.84615384615384,0.0
500.0,4097.0,3107.0,2902.0,26.0,1.6616105546470112,95.48148148148148,0.0
500.0,4098.0,38.0,64.0,15.0,1.8752660136327972,120.6875,0.0
500.0,4099.0,62.0,64.0,10.0,2.230056307974577,154.27272727272728,0.0
500.0,4100.0,72.0,74.0,8.0,1.896055011360664,143.22222222222223,0.0
500.0,4101.0,88.0,96.0,5.0,2.256105176207593,171.5,0.0
500.0,4102.0,92.0,64.0,15.0,1.7576705454661168,126.9375,0.0
500.0,4103.0,104.0,124.0,6.0,2.1686199839284215,145.42857142857142,0.0
500.0,4104.0,128.0,235.0,54.0,1.7346670680424428,93.89090909090908,0.0
500.0,4105.0,137.0,145.0,5.0,2.941259839067825,164.16666666666666,0.0
500.0,4106.0,138.0,137.0,9.0,1.946284073991415,146.0,0.0
500.0,4107.0,148.0,159.0,8.0,1.4127529602354292,112.11111111111111,0.0
500.0,4108.0,154.0,145.0,14.0,2.412899020449196,157.2,0.0
500.0,4109.0,155.0,145.0,6.0,2.0429375828208243,145.14285714285714,0.0
500.0,4110.0,156.0,159.0,13.0,1.9918821083837623,147.64285714285714,0.0
500.0,4111.0,161.0,174.0,7.0,1.2285533905932735,104.75,0.0
500.0,4112.0,168.0,159.0,4.0,2.188854381999832,145.0,0.0
500.0,4113.0,177.0,195.0,9.0,1.7779271744364844,129.4,0.0
500.0,4114.0,179.0,168.0,8.0,1.673832789138442,109.0,0.0
500.0,4115.0,196.0,195.0,17.0,2.0853683920691974,156.05555555555554,0.0
500.0,4116.0,198.0,201.0,2.0,1.0,147.33333333333334,0.0
500.0,4117.0,207.0,262.0,21.0,2.03835303848231,127.95454545454544,0.0
500.0,4118.0,217.0,195.0,7.0,2.2806043737181163,167.625,0.0
500.0,4119.0,219.0,236.0,12.0,1.4724719710562273,100.53846153846152,0.0
500.0,4120.0,225.0,226.0,19.0,1.5446461113496084,120.35,0.0
500.0,4121.0,226.0,221.0,5.0,2.0393446629166316,139.83333333333334,0.0
500.0,4122.0,236.0,250.0,3.0,1.8535533905932735,107.75,0.0
500.0,4123.0,266.0,297.0,11.0,1.3732257220515898,92.41666666666669,0.0
500.0,4124.0,289.0,336.0,30.0,1.5197644636196157,96.58064516129032,0.0
500.0,4125.0,291.0,294.0,3.0,1.5590169943749477,151.25,0.0
500.0,4126.0,292.0,294.0,2.0,2.23606797749979,179.33333333333334,0.0
500.0,4127.0,298.0,314.0,9.0,1.8714776642118864,111.0,0.0
500.0,4128.0,302.0,307.0,2.0,1.60947570824873,123.33333333333331,0.0
500.0,4129.0,305.0,322.0,9.0,1.6135562914111456,102.6,0.0
500.0,4130.0,315.0,250.0,24.0,1.6345393990187722,105.88,0.0
500.0,4131.0,339.0,312.0,10.0,2.300848190180992,150.9090909090909,0.0
500.0,4132.0,343.0,346.0,5.0,2.118033988749895,112.33333333333331,0.0
500.0,4133.0,366.0,394.0,9.0,1.3485281374238571,105.7,0.0
500.0,4134.0,374.0,380.0,3.0,2.23606797749979,125.75,0.0
500.0,4135.0,375.0,389.0,6.0,1.866356443177997,102.85714285714286,0.0
500.0,4136.0,378.0,384.0,5.0,2.0,112.0,0.0
500.0,4137.0,387.0,394.0,6.0,1.8326324463923132,109.71428571428572,0.0
500.0,4138.0,388.0,401.0,6.0,1.261203874963741,110.85714285714286,0.0
500.0,4139.0,393.0,387.0,13.0,1.8978243795944023,113.21428571428572,0.0
500.0,4140.0,397.0,431.0,8.0,1.60947570824873,120.77777777777776,0.0
500.0,4141.0,401.0,411.0,4.0,1.282842712474619,128.2,0.0
500.0,4142.0,405.0,404.0,17.0,1.229388344693998,100.11111111111111,0.0
500.0,4143.0,414.0,448.0,8.0,1.60947570824873,95.0,0.0
500.0,4144.0,423.0,411.0,3.0,1.0,127.25,0.0
500.0,4145.0,437.0,468.0,15.0,2.1838468377833267,139.0625,0.0
500.0,4146.0,447.0,462.0,11.0,13.072533663915962,123.5,0.0
500.0,4147.0,448.0,467.0,5.0,1.9023689270621824,95.0,0.0
500.0,4148.0,449.0,404.0,12.0,2.272048542865043,139.53846153846155,0.0
500.0,4149.0,453.0,502.0,13.0,1.9918821083837623,104.85714285714286,0.0
500.0,4150.0,454.0,462.0,2.0,15.680442953856458,167.0,0.0
500.0,4151.0,456.0,511.0,15.0,1.6379144203735585,112.3125,0.0
500.0,4152.0,466.0,380.0,23.0,1.9708567949894071,108.375,0.0
500.0,4153.0,475.0,506.0,10.0,1.429811096487078,98.27272727272728,0.0
500.0,4154.0,478.0,490.0,3.0,2.1770509831248424,118.0,0.0
500.0,4155.0,480.0,486.0,9.0,1.5242640687119289,112.2,0.0
500.0,4156.0,481.0,504.0,10.0,2.107901145192586,138.0909090909091,0.0
500.0,4157.0,493.0,524.0,7.0,1.1035533905932735,114.75,0.0
500.0,4158.0,496.0,514.0,10.0,1.7019408501580329,104.72727272727272,0.0
500.0,4159.0,500.0,488.0,8.0,1.5634519790961638,91.66666666666669,0.0
500.0,4160.0,506.0,502.0,3.0,1.7071067811865477,115.0,0.0
500.0,4161.0,509.0,499.0,2.0,11.754461953697842,191.66666666666663,0.0
500.0,4162.0,510.0,525.0,4.0,1.448528137423857,113.4,0.0
500.0,4163.0,512.0,552.0,10.0,2.011128863170224,121.0909090909091,0.0
500.0,4164.0,513.0,530.0,9.0,1.7307135789365264,104.7,0.0
500.0,4165.0,514.0,526.0,3.0,1.5606601717798214,117.75,0.0
500.0,4166.0,527.0,510.0,14.0,1.6323520916159049,114.6,0.0
500.0,4167.0,548.0,509.0,9.0,5.424966949555381,199.6,0.0
500.0,4168.0,549.0,577.0,7.0,2.1625703849682214,134.75,0.0
500.0,4169.0,550.0,542.0,2.0,2.1573786516665265,120.0,0.0
500.0,4170.0,553.0,495.0,17.0,1.3086860658946693,88.33333333333333,0.0
500.0,4171.0,554.0,550.0,19.0,1.306449510224598,105.5,0.0
500.0,4172.0,557.0,576.0,4.0,2.141640786499874,132.8,0.0
500.0,4173.0,559.0,542.0,11.0,1.4422613157804387,103.83333333333331,0.0
500.0,4174.0,563.0,520.0,10.0,4.587947095120111,156.36363636363637,0.0
500.0,4175.0,567.0,580.0,17.0,2.006800971937359,149.38888888888889,0.0
500.0,4176.0,569.0,619.0,18.0,1.9854496660191585,118.73684210526316,0.0
500.0,4177.0,583.0,624.0,13.0,1.7071067811865477,108.28571428571428,0.0
500.0,4178.0,584.0,641.0,18.0,1.5988528211174071,97.6842105263158,0.0
500.0,4179.0,594.0,577.0,7.0,2.251095876530642,151.75,0.0
500.0,4180.0,595.0,688.0,22.0,1.8394406864941415,101.47826086956522,0.0
500.0,4181.0,596.0,597.0,15.0,2.095458490135008,131.5625,0.0
500.0,4182.0,599.0,705.0,29.0,2.175193210153856,136.1,0.0
500.0,4183.0,605.0,580.0,22.0,2.061582950652118,153.56521739130434,0.0
500.0,4184.0,606.0,649.0,11.0,2.0495461208226704,140.16666666666666,0.0
500.0,4185.0,608.0,671.0,15.0,1.5388027680218768,95.6875,0.0
500.0,4186.0,615.0,636.0,6.0,2.28696671603502,160.14285714285714,0.0
500.0,4187.0,618.0,594.0,9.0,2.0122417494872464,133.0,0.0
500.0,4188.0,619.0,633.0,13.0,1.9331782215889988,103.64285714285714,0.0
500.0,4189.0,620.0,633.0,4.0,1.765685424949238,99.4,0.0
500.0,4190.0,628.0,624.0,6.0,1.261203874963741,96.57142857142856,0.0
500.0,4191.0,629.0,656.0,9.0,1.4313708498984763,91.3,0.0
500.0,4192.0,634.0,573.0,19.0,1.5778174593052023,93.5,0.0
500.0,4193.0,649.0,663.0,4.0,2.141640786499874,159.2,0.0
500.0,4194.0,651.0,749.0,25.0,1.4812987121285457,95.8076923076923,0.0
500.0,4195.0,664.0,576.0,24.0,2.084984471899924,121.16,0.0
500.0,4196.0,668.0,681.0,2.0,1.60947570824873,110.66666666666669,0.0
500.0,4197.0,673.0,681.0,2.0,1.804737854124365,112.0,0.0
500.0,4198.0,679.0,751.0,13.0,1.6352087304994407,109.14285714285714,0.0
500.0,4199.0,682.0,769.0,18.0,2.0718451674732505,120.15789473684212,0.0
500.0,4200.0,687.0,662.0,4.0,1.282842712474619,165.8,0.0
500.0,4201.0,694.0,764.0,17.0,1.5575032139290623,94.66666666666669,0.0
500.0,4202.0,696.0,705.0,11.0,1.7459037183015549,136.83333333333334,0.0
500.0,4203.0,701.0,741.0,7.0,2.376095876530642,156.25,0.0
500.0,4204.0,707.0,618.0,17.0,1.9417135899788136,100.72222222222224,0.0
500.0,4205.0,710.0,726.0,5.0,2.1573786516665265,176.83333333333334,0.0
500.0,4206.0,719.0,616.0,19.0,1.7481995019428822,108.0,0.0
500.0,4207.0,725.0,652.0,17.0,1.5769320172694574,104.33333333333331,0.0
500.0,4208.0,727.0,710.0,5.0,2.118033988749895,170.83333333333334,0.0
500.0,4209.0,731.0,759.0,6.0,1.6652648927846256,99.14285714285714,0.0
500.0,4210.0,742.0,741.0,7.0,1.3535533905932735,127.375,0.0
500.0,4211.0,749.0,763.0,4.0,2.094427190999916,133.0,0.0
500.0,4212.0,751.0,775.0,9.0,2.365247584249853,147.2,0.0
500.0,4213.0,754.0,784.0,11.0,1.1523689270621826,97.16666666666669,0.0
500.0,4214.0,755.0,705.0,15.0,1.7000036260223397,128.375,0.0
500.0,4215.0,757.0,743.0,14.0,2.1496556659829955,155.46666666666667,0.0
500.0,4216.0,765.0,773.0,6.0,2.0674479935713683,132.42857142857142,0.0
500.0,4217.0,767.0,758.0,14.0,2.4910038787994493,157.73333333333332,0.0
500.0,4218.0,789.0,761.0,9.0,2.070820393249937,122.3,0.0
500.0,4219.0,802.0,772.0,10.0,1.7766548878968231,102.36363636363636,0.0
500.0,4220.0,817.0,836.0,6.0,2.4053134481416185,139.28571428571428,0.0
500.0,4221.0,822.0,843.0,22.0,2.0668100459671983,144.69565217391303,0.0
500.0,4222.0,823.0,671.0,35.0,1.7392853216314037,98.25,0.0
500.0,4223.0,837.0,867.0,8.0,2.1049191011110175,132.0,0.0
500.0,4224.0,838.0,764.0,23.0,1.570496337508979,95.25,0.0
500.0,4225.0,839.0,858.0,6.0,2.185794725677967,129.14285714285714,0.0
500.0,4226.0,843.0,865.0,8.0,2.3414735682767915,145.77777777777777,0.0
500.0,4227.0,855.0,803.0,15.0,1.5388027680218768,100.5,0.0
500.0,4228.0,859.0,755.0,30.0,1.7771929110757931,108.90322580645162,0.0
500.0,4229.0,865.0,887.0,4.0,2.59148346584763,151.0,0.0
500.0,4230.0,882.0,853.0,7.0,2.221587379343169,145.0,0.0
500.0,4231.0,889.0,841.0,11.0,1.735702260395516,105.41666666666669,0.0
500.0,4232.0,890.0,898.0,3.0,1.1035533905932735,108.75,0.0
500.0,4233.0,897.0,909.0,2.0,2.433521026581923,158.33333333333334,0.0
500.0,4234.0,899.0,898.0,4.0,1.9300563079745772,109.4,0.0
500.0,4235.0,913.0,927.0,13.0,2.0674479935713683,141.0,0.0
500.0,4236.0,938.0,979.0,14.0,1.6485281374238572,97.46666666666668,0.0
500.0,4237.0,946.0,898.0,9.0,1.6313708498984762,106.6,0.0
500.0,4238.0,947.0,977.0,6.0,2.304141457784566,116.71428571428572,0.0
500.0,4239.0,959.0,980.0,4.0,2.094427190999916,128.4,0.0
500.0,4240.0,960.0,986.0,5.0,2.275046923312148,143.66666666666666,0.0
500.0,4241.0,961.0,969.0,3.0,1.1035533905932735,91.25,0.0
500.0,4242.0,966.0,1051.0,15.0,2.0629514606666106,127.75,0.0
500.0,4243.0,973.0,975.0,4.0,1.412899020449196,117.0,0.0
500.0,4244.0,977.0,994.0,5.0,1.982153704498695,118.83333333333331,0.0
500.0,4245.0,993.0,1037.0,6.0,2.798858667221271,140.28571428571428,0.0
500.0,4246.0,995.0,994.0,9.0,1.9650281539872885,102.0,0.0
500.0,4247.0,1002.0,980.0,5.0,1.6488203711653615,118.0,0.0
500.0,4248.0,1009.0,1024.0,10.0,2.0870379390216502,149.0909090909091,0.0
500.0,4249.0,1013.0,1059.0,7.0,3.559498269894142,152.5,0.0
500.0,4250.0,1014.0,1015.0,8.0,2.6799661099340586,183.77777777777777,0.0
500.0,4251.0,1023.0,1084.0,9.0,1.5307135789365265,116.2,0.0
500.0,4252.0,1025.0,1067.0,6.0,2.1520707288922827,157.42857142857142,0.0
500.0,4253.0,1026.0,1037.0,2.0,4.061552812808831,161.33333333333334,0.0
500.0,4254.0,1031.0,1002.0,24.0,1.5188225099390855,101.56,0.0
500.0,4255.0,1035.0,1045.0,9.0,2.118033988749895,188.8,0.0
500.0,4256.0,1047.0,1037.0,3.0,3.1987520201261863,169.0,0.0
500.0,4257.0,1050.0,1155.0,17.0,1.5269600763465874,89.38888888888889,0.0
500.0,4258.0,1053.0,1058.0,15.0,2.0224053420232657,151.3125,0.0
500.0,4259.0,1056.0,1079.0,6.0,2.2532427192493354,140.42857142857142,0.0
500.0,4260.0,1057.0,1066.0,6.0,2.1011719903570527,148.71428571428572,0.0
500.0,4261.0,1062.0,994.0,10.0,1.4071553331471889,97.8181818181818,0.0
500.0,4262.0,1068.0,1093.0,16.0,2.1320491170438194,175.2941176470588,0.0
500.0,4263.0,1072.0,1104.0,4.0,2.3545398069490697,175.0,0.0
500.0,4264.0,1075.0,1173.0,18.0,1.6548788791303537,116.05263157894736,0.0
500.0,4265.0,1079.0,1112.0,5.0,2.4621165057908914,140.33333333333334,0.0
500.0,4266.0,1091.0,1203.0,20.0,1.4217577269452295,100.38095238095238,0.0
500.0,4267.0,1098.0,1016.0,45.0,,103.56521739130434,0.0
500.0,4268.0,1099.0,1051.0,14.0,,139.33333333333334,0.0
500.0,4269.0,1108.0,1139.0,5.0,2.118033988749895,159.0,0.0
500.0,4270.0,1111.0,1096.0,2.0,6.078025377426049,122.66666666666669,0.0
500.0,4271.0,1124.0,1096.0,4.0,7.22257273989999,123.4,0.0
500.0,4272.0,1138.0,1139.0,6.0,1.7234993003208543,149.42857142857142,0.0
500.0,4273.0,1151.0,1183.0,6.0,1.5224077499274828,94.85714285714286,0.0
500.0,4274.0,1171.0,1209.0,8.0,12.79244459066973,180.44444444444449,0.0
500.0,4275.0,1175.0,1203.0,13.0,2.3788899994912804,164.28571428571428,0.0
500.0,4276.0,1181.0,1196.0,3.0,1.3535533905932735,106.75,0.0
500.0,4277.0,1188.0,1202.0,7.0,1.9125703849682212,117.375,0.0
500.0,4278.0,1192.0,1215.0,5.0,2.118033988749895,127.16666666666669,0.0
500.0,4279.0,1195.0,1201.0,8.0,2.052459550555509,128.33333333333334,0.0
500.0,4280.0,1198.0,1199.0,20.0,2.0283120690415255,125.1904761904762,0.0
500.0,4281.0,1206.0,1211.0,10.0,1.3000511890677977,114.27272727272728,0.0
500.0,4282.0,1211.0,1224.0,3.0,1.2071067811865477,124.75,0.0
500.0,4283.0,1212.0,1157.0,10.0,1.74486230061254,106.0909090909091,0.0
500.0,4284.0,1216.0,1220.0,5.0,1.5797847774365126,113.0,0.0
500.0,4285.0,1218.0,1224.0,10.0,1.7013433311017152,140.8181818181818,0.0
500.0,4286.0,1219.0,1164.0,18.0,1.1488645855129576,85.6842105263158,0.0
500.0,4287.0,1225.0,1242.0,3.0,2.1770509831248424,127.0,0.0
500.0,4288.0,1228.0,1221.0,3.0,2.266123775561495,132.0,0.0
500.0,4289.0,1234.0,1024.0,37.0,2.1754688306411354,133.42105263157896,0.0
500.0,4290.0,1239.0,1238.0,7.0,1.4571067811865477,123.5,0.0
500.0,4291.0,1243.0,1259.0,5.0,2.196723314583158,144.33333333333334,0.0
500.0,4292.0,1246.0,1242.0,9.0,2.047213595499958,146.6,0.0
500.0,4293.0,1247.0,1238.0,2.0,1.1380711874576983,124.66666666666669,0.0
500.0,4294.0,1251.0,1232.0,4.0,1.765685424949238,126.0,0.0
500.0,4295.0,1256.0,1279.0,13.0,1.790790557990391,127.28571428571428,0.0
500.0,4296.0,1258.0,1302.0,9.0,1.8307135789365263,108.4,0.0
500.0,4297.0,1261.0,1276.0,3.0,1.3535533905932735,158.75,0.0
500.0,4298.0,1264.0,1200.0,14.0,1.8523896302656229,125.53333333333332,0.0
500.0,4299.0,1271.0,1297.0,12.0,1.5175324662582967,99.3846153846154,0.0
500.0,4300.0,1275.0,1259.0,6.0,2.0674479935713683,145.71428571428572,0.0
500.0,4301.0,1281.0,1203.0,16.0,2.2603044045437573,149.0,0.0
500.0,4302.0,1290.0,1330.0,14.0,2.126341101974521,146.66666666666666,0.0
500.0,4303.0,1304.0,1346.0,7.0,1.5606601717798214,116.375,0.0
500.0,4304.0,1306.0,1318.0,3.0,2.118033988749895,141.75,0.0
500.0,4305.0,1307.0,1284.0,5.0,2.0786893258332633,118.0,0.0
500.0,4306.0,1315.0,1342.0,6.0,2.8446695806898936,142.42857142857142,0.0
500.0,4307.0,1322.0,1422.0,20.0,2.084727225922135,130.0,0.0
500.0,4308.0,1335.0,1318.0,3.0,2.53224755112299,140.75,0.0
500.0,4309.0,1336.0,1307.0,5.0,1.844082517040997,122.5,0.0
500.0,4310.0,1362.0,1378.0,2.0,2.0786893258332633,108.0,0.0
500.0,4311.0,1375.0,1423.0,12.0,,143.53846153846155,0.0
500.0,4312.0,1390.0,1413.0,6.0,2.0337239967856844,125.42857142857144,0.0
500.0,4313.0,1397.0,1330.0,28.0,2.0247231360256723,144.20689655172413,0.0
500.0,4314.0,1399.0,1346.0,9.0,2.023606797749979,127.9,0.0
500.0,4315.0,1424.0,1423.0,6.0,2.0786893258332633,207.71428571428572,0.0
500.0,4316.0,1432.0,1457.0,7.0,1.942078882155695,137.0,0.0
500.0,4317.0,1438.0,1444.0,2.0,1.9621165057908916,120.33333333333331,0.0
500.0,4318.0,1465.0,1413.0,16.0,1.37518844713122,98.11764705882354,0.0
500.0,4319.0,1469.0,1413.0,15.0,1.5816959868353289,109.25,0.0
500.0,4320.0,1473.0,1493.0,10.0,1.4668693558283143,116.63636363636364,0.0
500.0,4321.0,1478.0,1495.0,9.0,1.6485281374238572,115.6,0.0
500.0,4322.0,1486.0,1490.0,3.0,1.766123775561495,117.25,0.0
500.0,4323.0,1493.0,1505.0,7.0,1.715168668967295,127.375,0.0
500.0,4324.0,1498.0,1520.0,11.0,2.657699502012657,180.5,0.0
500.0,4325.0,1502.0,1501.0,5.0,2.931370849898476,212.33333333333337,0.0
500.0,4326.0,1514.0,1495.0,9.0,1.6071067811865476,108.7,0.0
500.0,4327.0,1520.0,1524.0,5.0,2.620224891956393,186.0,0.0
500.0,4328.0,1536.0,1526.0,4.0,2.141640786499874,148.6,0.0
500.0,4329.0,1541.0,1524.0,7.0,2.1778725718272796,176.875,0.0
500.0,4330.0,1542.0,1558.0,7.0,1.4874368670764584,108.25,0.0
500.0,4331.0,1543.0,1566.0,9.0,1.7064495102245978,95.8,0.0
500.0,4332.0,1544.0,1509.0,12.0,2.0193390537972635,129.15384615384616,0.0
500.0,4333.0,1553.0,1554.0,15.0,1.8937851924841107,110.0,0.0
500.0,4334.0,1554.0,1531.0,14.0,1.4804420483984622,107.33333333333331,0.0
500.0,4335.0,1556.0,1541.0,7.0,2.479649267123916,176.375,0.0
500.0,4336.0,1576.0,1556.0,8.0,2.555496866351078,184.88888888888889,0.0
500.0,4337.0,1583.0,1632.0,11.0,2.059564720176572,130.83333333333334,0.0
500.0,4338.0,1590.0,1566.0,6.0,2.01842717207028,119.28571428571428,0.0
500.0,4339.0,1592.0,1645.0,20.0,2.648273494090011,199.66666666666663,0.0
500.0,4340.0,1594.0,1558.0,9.0,1.4313708498984763,116.2,0.0
500.0,4341.0,1606.0,1681.0,19.0,1.3485281374238571,94.5,0.0
500.0,4342.0,1607.0,1639.0,10.0,1.2415322044993071,109.45454545454544,0.0
500.0,4343.0,1614.0,1634.0,20.0,1.8942510354459443,119.14285714285714,0.0
500.0,4344.0,1621.0,1634.0,4.0,2.094427190999916,149.0,0.0
500.0,4345.0,1625.0,1652.0,7.0,2.1770509831248424,148.375,0.0
500.0,4346.0,1629.0,1645.0,6.0,1.901019398480752,154.0,0.0
500.0,4347.0,1632.0,1661.0,10.0,2.4838614101118095,177.63636363636363,0.0
500.0,4348.0,1633.0,1576.0,14.0,1.7922418007937826,113.8,0.0
500.0,4349.0,1635.0,1665.0,7.0,1.5901686689672951,113.875,0.0
500.0,4350.0,1640.0,1697.0,16.0,1.429831517021486,99.70588235294116,0.0
500.0,4351.0,1648.0,1594.0,12.0,1.7027356087778045,111.6153846153846,0.0
500.0,4352.0,1651.0,1652.0,18.0,2.037273891184177,147.89473684210526,0.0
500.0,4353.0,1659.0,1707.0,14.0,2.2287831724575584,142.6,0.0
500.0,4354.0,1673.0,1665.0,3.0,1.2071067811865477,115.5,0.0
500.0,4355.0,1677.0,1645.0,8.0,2.511236239943505,200.0,0.0
500.0,4356.0,1681.0,1693.0,4.0,2.047213595499958,122.8,0.0
500.0,4357.0,1691.0,1731.0,8.0,1.497634296068786,109.22222222222224,0.0
500.0,4358.0,1696.0,1644.0,14.0,,128.6,0.0
500.0,4359.0,1698.0,1633.0,22.0,1.5158036945856226,95.91304347826087,0.0
500.0,4360.0,1699.0,1693.0,6.0,1.9500402199818407,153.28571428571428,0.0
500.0,4361.0,1715.0,1756.0,17.0,2.5369496143831793,203.61111111111111,0.0
500.0,4362.0,1721.0,1677.0,25.0,2.079488054033524,139.6153846153846,0.0
500.0,4363.0,1724.0,1749.0,5.0,1.1380711874576983,106.83333333333331,0.0
500.0,4364.0,1740.0,1859.0,27.0,2.163276272033831,134.67857142857142,0.0
500.0,4365.0,1745.0,1768.0,5.0,2.0786893258332633,120.66666666666669,0.0
500.0,4366.0,1752.0,1759.0,6.0,1.5469181606780271,87.71428571428571,0.0
500.0,4367.0,1754.0,1849.0,21.0,1.6535547091468517,104.54545454545456,0.0
500.0,4368.0,1758.0,1785.0,16.0,1.4890416764108685,97.47058823529412,0.0
500.0,4369.0,1764.0,1749.0,6.0,1.4387239731236394,99.57142857142856,0.0
500.0,4370.0,1765.0,1825.0,15.0,1.839347080264858,113.375,0.0
500.0,4371.0,1767.0,1800.0,14.0,2.001022648124309,125.06666666666666,0.0
500.0,4372.0,1769.0,1792.0,4.0,1.6957417329238151,117.6,0.0
500.0,4373.0,1780.0,1772.0,11.0,1.8090169943749477,196.25,0.0
500.0,4374.0,1782.0,1800.0,5.0,2.1573786516665265,135.33333333333334,0.0
500.0,4375.0,1805.0,1768.0,23.0,1.8759130179785055,118.20833333333331,0.0
500.0,4376.0,1807.0,1874.0,16.0,1.4486715881158545,101.82352941176472,0.0
500.0,4377.0,1813.0,1769.0,24.0,1.840876497259365,127.8,0.0
500.0,4378.0,1818.0,1847.0,14.0,2.424921679615793,181.53333333333333,0.0
500.0,4379.0,1824.0,1842.0,7.0,1.176776695296637,87.5,0.0
500.0,4380.0,1828.0,1840.0,4.0,1.6485281374238572,102.4,0.0
500.0,4381.0,1830.0,1851.0,4.0,2.4257980408983917,197.2,0.0
500.0,4382.0,1837.0,1863.0,5.0,2.079784777436513,171.33333333333334,0.0
500.0,4383.0,1842.0,1870.0,5.0,1.304737854124365,99.0,0.0
500.0,4384.0,1852.0,1830.0,5.0,2.433521026581923,216.16666666666663,0.0
500.0,4385.0,1859.0,1894.0,16.0,2.8048625643593335,207.8823529411765,0.0
500.0,4386.0,1860.0,1926.0,24.0,2.0758924332897384,134.08,0.0
500.0,4387.0,1871.0,1891.0,13.0,1.5938363213560545,91.92857142857144,0.0
500.0,4388.0,1874.0,1922.0,13.0,1.3795506070703405,102.0,0.0
500.0,4389.0,1877.0,1880.0,10.0,2.192102025435185,153.45454545454547,0.0
500.0,4390.0,1879.0,1968.0,22.0,1.2590181447494848,96.78260869565216,0.0
500.0,4391.0,1880.0,1907.0,7.0,2.39638058405169,148.625,0.0
500.0,4392.0,1892.0,1913.0,10.0,2.2579267397264844,171.1818181818182,0.0
500.0,4393.0,1894.0,1917.0,10.0,2.331198238855736,199.1818181818182,0.0
500.0,4394.0,1909.0,1905.0,4.0,1.9300563079745772,135.4,0.0
500.0,4395.0,1917.0,1939.0,4.0,2.141640786499874,190.4,0.0
500.0,4396.0,1918.0,1941.0,5.0,2.0786893258332633,138.0,0.0
500.0,4397.0,1922.0,1950.0,7.0,1.3535533905932735,110.875,0.0
500.0,4398.0,1926.0,2040.0,22.0,1.990117349336754,128.65217391304347,0.0
500.0,4399.0,1928.0,1909.0,4.0,1.282842712474619,127.2,0.0
500.0,4400.0,1933.0,1907.0,12.0,1.2362359855281135,100.3076923076923,0.0
500.0,4401.0,1938.0,1984.0,13.0,2.0260755844279825,122.92857142857144,0.0
500.0,4402.0,1943.0,1936.0,8.0,,192.11111111111111,0.0
500.0,4403.0,1947.0,1938.0,15.0,2.1330618877807472,129.125,0.0
500.0,4404.0,1950.0,1983.0,5.0,1.872677996249965,113.66666666666669,0.0
500.0,4405.0,1954.0,1957.0,3.0,2.766123775561495,188.5,0.0
500.0,4406.0,1955.0,1936.0,6.0,1.673539520302695,180.14285714285714,0.0
500.0,4407.0,1968.0,1995.0,14.0,2.1296181273332775,174.6,0.0
500.0,4408.0,1969.0,1970.0,2.0,2.0,112.0,0.0
500.0,4409.0,1971.0,1943.0,8.0,,201.88888888888889,0.0
500.0,4410.0,1974.0,2016.0,7.0,2.3991856633422426,161.25,0.0
500.0,4411.0,1985.0,2001.0,3.0,2.0590169943749475,143.0,0.0
500.0,4412.0,1989.0,2112.0,20.0,1.477859897653482,94.9047619047619,0.0
500.0,4413.0,1997.0,1983.0,14.0,1.9928614817994783,121.2,0.0
500.0,4414.0,1998.0,2012.0,6.0,1.9837642167675251,122.71428571428572,0.0
