t,y,x,vertex_id,is_tip,origin,vertex_connected
500,903,433,2437,1,0,0
500,903,1171,2440,1,0,0
500,904,147,2441,1,2,0
500,904,765,2447,1,0,0
500,904,1102,2451,1,0,0
500,904,1196,2452,1,0,0
500,905,604,2458,1,0,0
500,905,794,2459,1,0,0
500,905,1185,2460,1,0,0
500,907,571,2466,1,0,0
500,908,274,2471,1,0,0
500,909,232,2475,1,0,0
500,909,386,2476,1,0,0
500,909,1200,2479,1,0,0
500,910,1176,2481,1,0,0
500,911,76,2482,1,2,0
500,911,260,2485,1,0,0
500,911,600,2488,1,0,0
500,911,1048,2491,1,0,0
500,911,1179,2492,1,0,0
500,912,416,2495,1,0,0
500,913,444,2502,1,0,0
500,913,693,2504,1,0,0
500,914,667,2515,1,0,0
500,915,172,2519,1,2,0
500,915,199,2520,1,0,0
500,915,642,2523,1,0,0
500,917,65,2527,1,2,0
500,917,1201,2530,1,0,0
500,917,1259,2531,1,0,0
500,917,1277,2532,1,0,0
500,918,408,2534,1,0,0
500,918,762,2535,1,0,0
500,919,227,2539,1,0,0
500,919,816,2542,1,0,0
500,920,54,2545,1,2,0
500,921,259,2549,1,0,0
500,921,551,2551,1,0,0
500,921,578,2553,1,0,0
500,922,1276,2562,1,0,0
500,923,215,2564,1,0,0
500,923,300,2565,1,0,0
500,924,373,2571,1,0,0
500,925,629,2576,1,0,0
500,926,163,2580,1,2,0
500,926,360,2582,1,0,0
500,926,429,2583,1,0,0
500,926,599,2584,1,0,0
500,926,1246,2586,1,0,0
500,927,189,2589,1,2,0
500,927,942,2591,1,0,0
500,927,1190,2593,1,0,0
500,928,199,2595,1,0,0
500,928,279,2597,1,0,0
500,928,398,2598,1,0,0
500,929,667,2609,1,0,0
500,929,722,2611,1,0,0
500,929,1008,2612,1,0,0
500,929,1268,2615,1,0,0
500,931,123,2617,1,2,0
500,931,176,2618,1,2,0
500,931,429,2619,1,0,0
500,932,608,2622,1,0,0
500,933,669,2631,1,0,0
500,934,356,2636,1,0,0
500,934,731,2638,1,0,0
500,934,858,2639,1,0,0
500,935,862,2643,1,0,0
500,935,1096,2644,1,0,0
500,935,1156,2646,1,0,0
500,936,451,2648,1,0,0
500,936,989,2653,1,0,0
500,936,1168,2655,1,0,0
500,936,1255,2657,1,0,0
500,937,157,2659,1,2,0
